pmo,port_type,ship_type,movement_type,month,year,mont_year,Quarter,   count   
pmo toledo,cpa port,Conventional Bulk,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Conventional Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Container,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Roro,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Anchorage Bulk,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Anchorage Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Anchorage Container,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Anchorage Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Cruise Ship,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Survey Vessel,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Anchorage Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Conventional Bulk,domestic,july,2022,Jul-22,Q3_2022,0
pmo toledo,lgu port,Conventional Breakbulk,domestic,july,2022,Jul-22,Q3_2022,0
pmo toledo,lgu port,Barge,domestic,july,2022,Jul-22,Q3_2022,0
pmo toledo,lgu port,Container,domestic,july,2022,Jul-22,Q3_2022,0
pmo toledo,lgu port,Roro,domestic,july,2022,Jul-22,Q3_2022,348
pmo toledo,lgu port,Fastcraft,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Motor Launch,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Bay and River,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Metro Ferry,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Fishing Boat,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Motor Tug,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Anchorage Bulk,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Anchorage Breakbulk,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Anchorage Container,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Anchorage Motor Tug,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Anchorage Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Anchorage Roro,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Conventional Bulk,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Conventional Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Container,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Roro,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Anchorage Bulk,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Anchorage Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Anchorage Container,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Anchorage Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Cruise Ship,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Survey Vessel,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Anchorage Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Anchorage Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Conventional Bulk,domestic,july,2022,Jul-22,Q3_2022,6
pmo toledo,private port,Conventional Breakbulk,domestic,july,2022,Jul-22,Q3_2022,1
pmo toledo,private port,Barge,domestic,july,2022,Jul-22,Q3_2022,0
pmo toledo,private port,Container,domestic,july,2022,Jul-22,Q3_2022,0
pmo toledo,private port,Roro,domestic,july,2022,Jul-22,Q3_2022,42
pmo toledo,private port,Fastcraft,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Motor Launch,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Bay and River,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Metro Ferry,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Fishing Boat,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Motor Tug,domestic,july,2022,Jul-22,Q3_2022,3
pmo toledo,private port,Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Anchorage Bulk,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Anchorage Breakbulk,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Anchorage Container,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Anchorage Motor Tug,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Anchorage Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Anchorage Roro,domestic,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Conventional Bulk,foreign,july,2022,Jul-22,Q3_2022,10
pmo toledo,private port,Conventional Breakbulk,foreign,july,2022,Jul-22,Q3_2022,3
pmo toledo,private port,Container,foreign,july,2022,Jul-22,Q3_2022,0
pmo toledo,private port,Roro,foreign,july,2022,Jul-22,Q3_2022,0
pmo toledo,private port,Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Anchorage Bulk,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Anchorage Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Anchorage Container,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Anchorage Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Cruise Ship,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Survey Vessel,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,private port,Anchorage Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Conventional Bulk,domestic,july,2022,Jul-22,Q3_2022,6
pmo danao,cpa port,Conventional Breakbulk,domestic,july,2022,Jul-22,Q3_2022,5
pmo danao,cpa port,Barge,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Container,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Roro,domestic,july,2022,Jul-22,Q3_2022,382
pmo danao,cpa port,Fastcraft,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Motor Launch,domestic,july,2022,Jul-22,Q3_2022,78
pmo danao,cpa port,Bay and River,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Metro Ferry,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Fishing Boat,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Motor Tug,domestic,july,2022,Jul-22,Q3_2022,3
pmo danao,cpa port,Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Anchorage Bulk,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Anchorage Breakbulk,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Anchorage Container,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Anchorage Motor Tug,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Anchorage Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Anchorage Roro,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Conventional Bulk,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Conventional Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Container,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Roro,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Anchorage Bulk,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Anchorage Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Anchorage Container,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Anchorage Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Cruise Ship,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Survey Vessel,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,cpa port,Anchorage Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Conventional Bulk,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Conventional Breakbulk,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Barge,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Container,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Roro,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Fastcraft,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Motor Launch,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Bay and River,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Metro Ferry,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Fishing Boat,domestic,july,2022,Jul-22,Q3_2022,28
pmo danao,lgu port,Motor Tug,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Anchorage Bulk,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Anchorage Breakbulk,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Anchorage Container,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Anchorage Motor Tug,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Anchorage Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Anchorage Roro,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Conventional Bulk,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Conventional Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Container,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Roro,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Anchorage Bulk,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Anchorage Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Anchorage Container,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Anchorage Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Cruise Ship,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Survey Vessel,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,lgu port,Anchorage Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Anchorage Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Conventional Bulk,domestic,july,2022,Jul-22,Q3_2022,6
pmo danao,private port,Conventional Breakbulk,domestic,july,2022,Jul-22,Q3_2022,3
pmo danao,private port,Barge,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Container,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Roro,domestic,july,2022,Jul-22,Q3_2022,229
pmo danao,private port,Fastcraft,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Motor Launch,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Bay and River,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Metro Ferry,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Fishing Boat,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Motor Tug,domestic,july,2022,Jul-22,Q3_2022,5
pmo danao,private port,Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Anchorage Bulk,domestic,july,2022,Jul-22,Q3_2022,2
pmo danao,private port,Anchorage Breakbulk,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Anchorage Container,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Anchorage Motor Tug,domestic,july,2022,Jul-22,Q3_2022,1
pmo danao,private port,Anchorage Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Anchorage Roro,domestic,july,2022,Jul-22,Q3_2022,1
pmo danao,private port,Conventional Bulk,foreign,july,2022,Jul-22,Q3_2022,1
pmo danao,private port,Conventional Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Container,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Roro,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Anchorage Bulk,foreign,july,2022,Jul-22,Q3_2022,1
pmo danao,private port,Anchorage Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Anchorage Container,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Anchorage Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Cruise Ship,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Survey Vessel,foreign,july,2022,Jul-22,Q3_2022,
pmo danao,private port,Anchorage Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Conventional Bulk,domestic,july,2022,Jul-22,Q3_2022,1
pmo argao,cpa port,Conventional Breakbulk,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Barge,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Container,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Roro,domestic,july,2022,Jul-22,Q3_2022,69
pmo argao,cpa port,Fastcraft,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Motor Launch,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Bay and River,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Metro Ferry,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Fishing Boat,domestic,july,2022,Jul-22,Q3_2022,6
pmo argao,cpa port,Motor Tug,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Anchorage Bulk,domestic,july,2022,Jul-22,Q3_2022,6
pmo argao,cpa port,Anchorage Breakbulk,domestic,july,2022,Jul-22,Q3_2022,16
pmo argao,cpa port,Anchorage Container,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Anchorage Motor Tug,domestic,july,2022,Jul-22,Q3_2022,2
pmo argao,cpa port,Anchorage Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Anchorage Roro,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Conventional Bulk,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Conventional Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Container,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Roro,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Anchorage Bulk,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Anchorage Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Anchorage Container,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Anchorage Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Cruise Ship,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Survey Vessel,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Anchorage Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Conventional Bulk,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Conventional Breakbulk,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Barge,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Container,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Roro,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Fastcraft,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Motor Launch,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Bay and River,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Metro Ferry,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Fishing Boat,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Motor Tug,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Anchorage Bulk,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Anchorage Breakbulk,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Anchorage Container,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Anchorage Motor Tug,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Anchorage Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Anchorage Roro,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Conventional Bulk,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Conventional Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Container,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Roro,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Anchorage Bulk,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Anchorage Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Anchorage Container,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Anchorage Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Cruise Ship,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Survey Vessel,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Anchorage Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Anchorage Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Conventional Bulk,domestic,july,2022,Jul-22,Q3_2022,50
pmo argao,private port,Conventional Breakbulk,domestic,july,2022,Jul-22,Q3_2022,116
pmo argao,private port,Barge,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Container,domestic,july,2022,Jul-22,Q3_2022,10
pmo argao,private port,Roro,domestic,july,2022,Jul-22,Q3_2022,1001
pmo argao,private port,Fastcraft,domestic,july,2022,Jul-22,Q3_2022,556
pmo argao,private port,Motor Launch,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Bay and River,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Metro Ferry,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Fishing Boat,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Motor Tug,domestic,july,2022,Jul-22,Q3_2022,21
pmo argao,private port,Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Anchorage Bulk,domestic,july,2022,Jul-22,Q3_2022,8
pmo argao,private port,Anchorage Breakbulk,domestic,july,2022,Jul-22,Q3_2022,1
pmo argao,private port,Anchorage Container,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Anchorage Motor Tug,domestic,july,2022,Jul-22,Q3_2022,3
pmo argao,private port,Anchorage Yacht,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Anchorage Roro,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Conventional Bulk,foreign,july,2022,Jul-22,Q3_2022,6
pmo argao,private port,Conventional Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Container,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Roro,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Anchorage Bulk,foreign,july,2022,Jul-22,Q3_2022,4
pmo argao,private port,Anchorage Breakbulk,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Anchorage Container,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Anchorage Motor Tug,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Cruise Ship,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Survey Vessel,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,private port,Anchorage Yacht,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,cpa port,Conventional Bulk,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Conventional Breakbulk,domestic,august,2022,Aug-22,Q3_2022,7
pmo cip,cpa port,Barge,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Container,domestic,august,2022,Aug-22,Q3_2022,3
pmo cip,cpa port,Roro,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Fastcraft,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Motor Launch,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Bay and River,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Metro Ferry,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Fishing Boat,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Motor Tug,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Yacht,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Anchorage Bulk,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Anchorage Breakbulk,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Anchorage Container,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Anchorage Motor Tug,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Anchorage Yacht,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Anchorage Roro,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Conventional Bulk,foreign,august,2022,Aug-22,Q3_2022,1
pmo cip,cpa port,Conventional Breakbulk,foreign,august,2022,Aug-22,Q3_2022,2
pmo cip,cpa port,Container,foreign,august,2022,Aug-22,Q3_2022,33
pmo cip,cpa port,Roro,foreign,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Motor Tug,foreign,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Yacht,foreign,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Anchorage Bulk,foreign,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Anchorage Breakbulk,foreign,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Anchorage Container,foreign,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Anchorage Motor Tug,foreign,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Cruise Ship,foreign,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Survey Vessel,foreign,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Anchorage Yacht,foreign,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Conventional Bulk,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Conventional Breakbulk,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Barge,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Container,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Roro,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Fastcraft,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Motor Launch,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Bay and River,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Metro Ferry,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Fishing Boat,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Motor Tug,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Yacht,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Anchorage Bulk,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Anchorage Breakbulk,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Anchorage Container,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Anchorage Motor Tug,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Anchorage Yacht,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Anchorage Roro,domestic,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Conventional Bulk,foreign,august,2022,Aug-22,Q3_2022,
pmo cip,lgu port,Conventional Breakbulk,foreign,august,2022,Aug-22,Q3_2022,
